_id,building,class_code,class_type,classroom,created_by,end_period,end_time,has_to_be_allocated,pendings,preferences.accessibility,preferences.air_conditioning,preferences.building,preferences.projector,professor,start_period,start_time,subject_code,subject_name,subscribers,updated_at,vacancies,week_day
6390df7a0d97fb7dc164010b,Biênio,2023101,Teórica,A1-02,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Yoshiharu Kohayakawa,2023-03-13,09:20,MAC2166,Introdução à Computação,4,07/12/2022 16:25,67,ter
6390df7a0d97fb7dc164010d,Biênio,2023101,Teórica,A1-02,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,(R) Yoshiharu Kohayakawa,2023-03-13,13:10,MAC2166,Introdução à Computação,4,07/12/2022 16:25,67,qui
6390df7a0d97fb7dc164010f,Biênio,2023102,Teórica,A1-06,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Cristina Gomes Fernandes,2023-03-13,07:30,MAC2166,Introdução à Computação,10,07/12/2022 16:25,67,ter
6390df7a0d97fb7dc1640111,Biênio,2023102,Teórica,A1-02,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Cristina Gomes Fernandes,2023-03-13,07:30,MAC2166,Introdução à Computação,10,07/12/2022 16:25,67,qui
6390df7a0d97fb7dc1640113,Biênio,2023103,Teórica,C1-04,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,Guilherme Oliveira Mota,2023-03-13,09:20,MAC2166,Introdução à Computação,7,07/12/2022 16:25,67,ter
6390df7a0d97fb7dc1640115,Biênio,2023103,Teórica,A1-02,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,Guilherme Oliveira Mota,2023-03-13,09:20,MAC2166,Introdução à Computação,7,07/12/2022 16:25,67,qui
6390df7a0d97fb7dc1640117,Biênio,2023104,Teórica,A1-02,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,(R) Alair Pereira do Lago,2023-03-13,13:10,MAC2166,Introdução à Computação,11,07/12/2022 16:25,72,seg
6390df7a0d97fb7dc1640119,Biênio,2023104,Teórica,C1-03,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,(R) Alair Pereira do Lago,2023-03-13,13:10,MAC2166,Introdução à Computação,11,07/12/2022 16:25,72,qua
6390df7a0d97fb7dc164011b,Biênio,2023105,Teórica,C1-09,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,(R) Alair Pereira do Lago,2023-03-13,15:00,MAC2166,Introdução à Computação,6,07/12/2022 16:25,72,seg
6390df7a0d97fb7dc164011d,Biênio,2023105,Teórica,A1-01,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,(R) Alair Pereira do Lago,2023-03-13,15:00,MAC2166,Introdução à Computação,6,07/12/2022 16:25,72,qua
